text,retweet_count,favorited,retweeted,created_at,verified,location,description,user_created_at,statuses_count,followers_count,favourites_count,name,time_zone,friends_count,lat,lon,Brand
I want it Now! iTunes isn't coming to the Windows Store this year after all https://t.co/IVy1udHflO via @Inoreader,0,FALSE,FALSE,Fri Dec 15 22:44:18 +0000 2017,FALSE,"Seattle, WA","F5, RFSAW, Flipside, http://WON.Net, Advanced SAW Producs, Washington State University. Bellevue, Dallas, Swizerland, Wazzu, Alaska, Australia",Mon Mar 09 01:02:32 +0000 2009,2364,185,61,William C Bonner,Pacific Time (US & Canada),196,43.598033,-116.238001,DunkinDonuts
"We're #hiring! Click to apply: Esthetician - https://t.co/jmzenogTOu #Cosmetology #SanAntonio, TX #Job #Jobs #CareerArc",0,FALSE,FALSE,Fri Dec 15 22:44:18 +0000 2017,FALSE,"San Antonio, TX","Follow this account for geo-targeted Cosmetology/Hairstylist job tweets in San Antonio, TX. Need help? Tweet us at @CareerArc!",Mon Jun 15 16:47:51 +0000 2009,124,242,0,TMJ-SAT Cosmo Jobs,Eastern Time (US & Canada),223,29.417501,-98.5406515,DunkinDonuts
"Interested in a #job in #BerkeleyHeights, NJ? This could be a great fit: https://t.co/XB8kV2YhQG #Marketing #Hiring #CareerArc",0,FALSE,FALSE,Fri Dec 15 22:44:18 +0000 2017,FALSE,"Newark, NJ","Follow this account for geo-targeted Marketing/Ad/PR job tweets in Newark, NJ. Need help? Tweet us at @CareerArc!",Mon Feb 27 22:50:31 +0000 2012,103,559,0,Newark Mrkting/Ad/PR,Pacific Time (US & Canada),214,40.6765045,-74.4200145,DunkinDonuts
"#ChicagoBears playing on #Saturday this weekend and we ain't ""LION"" ;-)
#NFL",0,FALSE,FALSE,Fri Dec 15 22:44:18 +0000 2017,FALSE,West suburban Chicago,Hyperlocal focused Chromosomes of Community mainstream and specfic data targeted information for specific markets.,Wed Apr 24 21:59:00 +0000 2013,97859,1748,5,Metro Pulse,Central Time (US & Canada),1881,41.791584,-88.040002,DunkinDonuts
Throwing all my Pirates shit in the trash if they trade him. https://t.co/lns8OPOQ2c,0,FALSE,FALSE,Fri Dec 15 22:44:18 +0000 2017,FALSE,"Pittsburgh, PA","For Entertainment Purposes Only

DanMeyers412@ProtonMail.com <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>",Thu Jun 05 22:13:43 +0000 2008,3814,3148,13279,Dan Meyers,Eastern Time (US & Canada),4282,40.3417785,-79.850739,DunkinDonuts
"Can you recommend anyone for this #job? Diesel Mechanic - https://t.co/9m5OVHp29z #Transportation #Washington, DC #Hiring #CareerArc",0,FALSE,FALSE,Fri Dec 15 22:44:18 +0000 2017,FALSE,"Washington, DC",Follow this account for geo-targeted Transportation job tweets in DC Metro. Need help? Tweet us at @CareerArc!,Mon Mar 09 18:03:07 +0000 2009,77,339,0,TMJ-WAS Transp. Jobs,Eastern Time (US & Canada),295,38.898603,-77.0143985,DunkinDonuts
"@chris_belman That’s okay, Christopher. I was just hungry at the time I wrote that tweet.",0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,"Princeton, NJ","Born and raised in Birmingham, AL. @SamfordU grad. Student at @ptseminary. Sola Gratia.",Sun Aug 22 04:08:30 +0000 2010,6096,673,2478,Brooks Hanrahan,Central Time (US & Canada),627,40.3009395,-74.6227975,DunkinDonuts
"Hi Congress,
It’s Leslie again",0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,Iowa City,Iowa Dad,Wed Mar 03 01:01:29 +0000 2010,24552,344,12577,Dan Renner,Central Time (US & Canada),462,41.9382285,-93.389864,DunkinDonuts
A big thanks to Mrs. Turnquist for setting up and decorating our  Fyresite Christmas tree. <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>… https://t.co/pDYe4VzFED,0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,Tempe,Wordpress Specialists. Application Engineers. Graphic Design Extraordinaires. Need help with anything? Contact us: info@fyresite.com,Fri Mar 05 03:16:04 +0000 2010,3898,818,110,Fyresite,Arizona,1238,33.5528625,-112.1246765,DunkinDonuts
"#Star Wars the Last Jedi, It Was Awesome. An Must Go See Movie. Can't Wait To Go See It Again!!!!!!",0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,"Chicago, IL",I love to travel and visit my family.Summer time is my favorite time of the year. The only way I travel is on Greyhound!!!!!,Fri Jan 14 21:10:26 +0000 2011,14062,219,2116,Victor Davis,NA,249,32.8198585,-96.7617535,DunkinDonuts
"""YA'LL NOT GON GET NO SLEEP CUZ A ME"" https://t.co/ID9lNevRqW",0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,"Macomb, IL",22 • wiu 2019 <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009B> • supply chain management major • 6.11.14 <ed><U+00A0><U+00BD><ed><U+00B1><U+00AB> • mama to three fur babies <ed><U+00A0><U+00BD><ed><U+00B0><U+00B1><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B0><U+00B1>,Tue Jan 17 02:55:36 +0000 2012,10922,283,15148,lauren,Arizona,446,40.459534,-90.674209,DunkinDonuts
my moms boy toy decided it would be a fucking fabulous idea to tape every single fucking wire that goes to the TV t… https://t.co/LpZNbJoFEx,0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,wanderlust<U+2661>,biology major | psychology minor | CCU'20,Tue Aug 09 18:23:37 +0000 2011,11842,413,3696,Maggie Felker,Eastern Time (US & Canada),355,32.8479465,-79.837322,DunkinDonuts
Not surprised my most exciting moment of this year is a majority of these pics! Also fun to note… https://t.co/kKb6xVAoor,0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,NA,"<U+2764><U+FE0F> dancing, costuming, comic books, video games, mermaids, Ironman <U+2742> Pepper Potts, Carol Danvers & Hulk. Star Wars & Star Trek. Available for hire. #influncer",Mon Apr 27 06:59:44 +0000 2009,9184,1019,5558,Natkins,Alaska,653,34.0207895,-118.4119065,DunkinDonuts
"Disabled vehicle, center lane blocked in #Sacramento on Cap Cty Fwy WB before Exposition Blvd, stopped traffic back to Auburn Blvd #traffic",0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,"Sacramento, CA",NA,Thu Feb 10 21:28:58 +0000 2011,38911,590,110,TTWN Sacramento,Pacific Time (US & Canada),176,38.561722,-121.469664,DunkinDonuts
FUCK YOU BITCH https://t.co/PnLj6RVs1t,0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,NA,"I found God, I found him in a lover",Sun Sep 01 03:10:05 +0000 2013,2913,3020,4637,dion,Pacific Time (US & Canada),96,41.1856745,-73.1991185,DunkinDonuts
"We're #hiring! Read about our latest #job opening here: RN / LPN - Pennsville, NJ (08070) - https://t.co/gTuFPoDnQ2… https://t.co/EYdD7ETgF1",0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,"Philadelphia, PA","Follow this account for geo-targeted Healthcare-Nursing job tweets in Philadelphia, PA. Need help? Tweet us at @CareerArc!",Fri Feb 27 16:33:24 +0000 2009,1090,742,0,Philly Nursing Jobs,Eastern Time (US & Canada),304,39.6496045,-75.5085075,DunkinDonuts
https://t.co/XYteRq7OxE. This  is bad the dems stike again,0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,NA,NA,Mon Feb 01 12:25:20 +0000 2016,284,5,840,linda cobb,NA,28,38.9201425,-80.1818345,DunkinDonuts
Hey @elijahdaniel will deadahh and Gucci Christmas be on SoundCloud too?,0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,Wherever there is food,"<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>•PHAGGOT @elijahdaniel • #DefendDACA •Joey Graceffa changed my life as the first YouTuber I've seen, the rest is history• use code James <ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>",Wed Aug 16 21:29:45 +0000 2017,2722,58,2561,Sister Alyssa<ed><U+00A0><U+00BD><ed><U+00B2><U+0096> #Sinner,NA,486,39.2836825,-75.609319,DunkinDonuts
definitely playful. https://t.co/kmMHkl8wJR,0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,"Modesto, CA",":: Geek :: ## Modesto, CA ## We live, as we dream, alone",Fri Sep 30 16:52:03 +0000 2011,2198,12,7,Chad Kirn,NA,2,37.5236445,-121.979527,DunkinDonuts
"@peanut2x0 @JessyHelm Yeah if you're fucking stupid. Never try to correct me again, peasant. https://t.co/JrahgeBp4v",0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,"O'Fallon & Peoria, Illinois",#truth | F<U+039A><U+03A4> | Bradley U '18 | #Blackhawks #FlyTheW #BearDown | ISTP,Fri Sep 16 01:00:43 +0000 2011,27377,416,14279,Rich Homie Larsón,Eastern Time (US & Canada),378,39.7393005,-89.2665075,DunkinDonuts
@_Isisalston Love you bae,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,601,Dnt come here with that bull shit<ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D><U+2642><U+FE0F> sc:baldridge16,Sun Aug 14 05:21:21 +0000 2011,43869,818,2247,Fuckyouifyouhating.,Central Time (US & Canada),792,32.280999,-90.111231,DunkinDonuts
"#UglySweaterDay bruh I'm ugly, so I'm halfway there",0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"soup, time",Hello am frog that like soup,Tue Oct 21 20:26:34 +0000 2014,233,31,307,Soup,NA,181,38.502147,-117.0226945,DunkinDonuts
i just got out of work and am about to take the FATEST nap ever fuck a season finale i'll cya when i'm alive,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,Illinois Tragedy,"""ain't always broken, but here's to hoping""",Wed Feb 25 18:20:51 +0000 2015,8708,194,2776,lis,Central Time (US & Canada),126,41.5186665,-88.216383,DunkinDonuts
@vickiperlini @Bubzp11 @ArizonaCoyotes @Jody_Jackson Merry Christmas to you and your family. All the best wishes fo… https://t.co/WvxuD4jsfO,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Phoenix, AZ",NA,Mon May 22 00:36:39 +0000 2017,162,5,301,Tom Foolery,NA,85,33.5528625,-112.1246765,DunkinDonuts
Can you recommend anyone for this #job? Cashier - Customer Service Associate - https://t.co/gI4KPquiPU #parttime… https://t.co/IML6FYPGne,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Greater Hartford, CT","Follow this account for geo-targeted Hospitality/Restaurant/Tourism job tweets in Hartford, CT. Need help? Tweet us at @CareerArc!",Wed Mar 18 10:40:10 +0000 2009,208,390,0,TMJ-HAR HRTA Jobs,Eastern Time (US & Canada),281,41.765617,-72.6809665,DunkinDonuts
Join the Forward Air Transportation Services team! See our latest #job opening here: https://t.co/oovH97MswQ… https://t.co/Rp40BJpsW1,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Sacramento, CA","Follow this account for geo-targeted Transportation job tweets in Sacramento, CA. Need help? Tweet us at @CareerArc!",Mon Mar 09 22:10:40 +0000 2009,434,346,0,TMJ-SAC Transp. Jobs,Eastern Time (US & Canada),291,38.7631605,-121.3007305,DunkinDonuts
I feel like my mom has waited a very long time to be able to send this text. https://t.co/KRUTKV1xqs,0,FALSE,FALSE,Fri Dec 15 22:44:19 +0000 2017,FALSE,NA,"Hello from the B in LGBT. Filmmaker, Youtuber, socially awkward and full of anxiety always. Will talk about Doctor Who, Dodie Clark, and Paramore for days <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>",Sat May 02 02:02:13 +0000 2009,580,88,1662,Michelle Infante,NA,215,34.0976985,-117.386642,DunkinDonuts
sis please help me find the dickmatized tweet @MysticxLipstick,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,CT,not your average squirrel <ed><U+00A0><U+00BD><ed><U+00B5><U+00AF><ed><U+00A0><U+00BD><ed><U+00B4><U+00AE><U+2728>  • <U+264E><U+FE0F><U+2653><U+FE0F><U+264B><U+FE0F> •,Wed Dec 08 04:15:22 +0000 2010,40683,892,7648,mama sage <ed><U+00A0><U+00BE><ed><U+00B6><U+0087><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>,Central Time (US & Canada),786,41.5990055,-72.8815725,DunkinDonuts
#celebrationbowl2017 hanging with the sandz + June...#ANuStyle… https://t.co/9TQjbEC6Q0,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Atlanta, Ga. ",Construction Professional with a passion for music & sports. #Nupes #AggiePride #ShellRd #Dirty8,Thu Jul 30 02:45:56 +0000 2009,1531,365,231,BF's House of Soundz,Eastern Time (US & Canada),820,33.9481235,-84.5321325,DunkinDonuts
"@SenSanders Bernie, “kiss the day goodbye.”",0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,NA,"CEO of pre-seed biotech startup - BOSS Medicine. Seventeen-year health care executive, participating in 5-way hospital merger. Wife and mother of two great men!",Mon Nov 03 22:02:49 +0000 2014,36,81,5813,Sarah M. Ambrus,Eastern Time (US & Canada),153,42.8962295,-78.853563,DunkinDonuts
"Join the Starbucks team! See our latest #job opening here: https://t.co/HZbeJYhuqv #CustomerService #FranklinPark, IL #Hiring #CareerArc",0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Chicago, IL","Follow this account for geo-targeted Customer Service job tweets in Chicago, IL. Need help? Tweet us at @CareerArc!",Sat Sep 05 03:24:41 +0000 2009,1175,442,0,TMJ-CHI CstSrv Jobs,Eastern Time (US & Canada),287,41.9346305,-87.884865,DunkinDonuts
More please <U+2661><U+2661><U+2661>,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Los Angeles, CA","I speak the language of the stars<U+26B8>
 Sun Leo<U+264C>  Mars Scorpio<U+264F>
 AYAHAUSCA JAGUAR QUEEN<ed><U+00A0><U+00BD><ed><U+00B0><U+0086>


Crystal Healer<ed><U+00A0><U+00BD><ed><U+00B4><U+00AE>

Dark Angel <ed><U+00A0><U+00BD><ed><U+00B6><U+0096>SOBER LIFE",Thu Jun 18 03:41:51 +0000 2009,36954,5970,7102,Suzi XOXO Kalypso,Central Time (US & Canada),1402,34.133783,-118.03082,DunkinDonuts
"See our latest #LaMesa, CA #job and click to apply: Lead Nuclear Medicine/Radiation Custodian -… https://t.co/hP6ZOv6yAY",0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"San Diego, CA","Follow this account for geo-targeted Healthcare job tweets in San Diego, CA. Need help? Tweet us at @CareerArc!",Mon Feb 23 23:05:34 +0000 2009,302,905,0,San Diego Health Job,Eastern Time (US & Canada),993,32.7696905,-117.01763,DunkinDonuts
"@mellinger Forgot to answer. No. MOU was never introduced or completed before the election. It was intro'd a few weeks ago. Hence, work now",0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Kansas City, Missouri","A teacher, lawyer, and avid KC sports fan. KCMO council. KU Law prof.",Wed Jul 23 16:40:46 +0000 2014,4604,2718,3739,Quinton Lucas,Central Time (US & Canada),936,39.1000485,-94.5592815,DunkinDonuts
@KingBeyonceStan Dark… I watched more than one episode,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Birmingham, AL","Hi, I'm Van. <ed><U+00A0><U+00BD><ed><U+00B0><U+009D> I’m hilarious, beautiful, talented, humble, living and loving life as a HIV+ QUEER BLACK MAN IN THE SOUTH. My thoughts and opinions are MINE",Thu Jul 31 23:22:30 +0000 2014,346983,2560,28246,so so damocles <U+2603><U+FE0F>,Central Time (US & Canada),1306,33.4519,-86.8060865,DunkinDonuts
#ffxNFLpicks #nflwk15...it's back the #NFLweeklyThumbnail...next...#nflfan,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,Palm Desert CA,NFL football lines for every game..ATS=againts the spread..SU=straight up..Ov/Un=overs&unders..all under hashtag #ffxNFLpicks,Thu May 06 19:41:49 +0000 2010,5853,889,67,furlong@theGoalPost,Pacific Time (US & Canada),1964,33.8250795,-116.5172895,DunkinDonuts
Making our gifts for @tmurrrph baby was honestly the highlight of my day with @rachbryan14 <U+2764><U+FE0F>,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,NA,@nickreynolds26 <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>,Tue Sep 09 00:31:54 +0000 2014,2605,484,6778,its mo<U+2764>,NA,530,40.7524555,-84.1140215,DunkinDonuts
Big Lous IceHouse Day Party Starts Now!<ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> @ Big Lou's Icehouse https://t.co/B3MLZZeSbS,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,El Paso TX,<U+2764><U+FE0F>R.I.P BETTY ANN<ed><U+00A0><U+00BD><ed><U+00B1><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> Bailey<ed><U+00A0><U+00BD><ed><U+00B0><U+00BE><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6>Bartender<ed><U+00A0><U+00BD><ed><U+00B8><U+0088>BigLous IceHouse<ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>,Mon Aug 29 02:51:34 +0000 2011,38959,1149,2460,Isabella Gay,NA,1120,31.793368,-106.4174305,DunkinDonuts
"If you're looking for work in #Indianapolis, IN, check out this #job: https://t.co/LxCwGbjP02 #Retail #Hiring #CareerArc",0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Indianapolis, IN","Follow this account for geo-targeted Retail job tweets in Indianapolis, IN. Need help? Tweet us at @CareerArc!",Fri Apr 03 11:18:58 +0000 2009,742,449,0,TMJ-IND Retail Jobs,Eastern Time (US & Canada),309,39.7795625,-86.1429225,DunkinDonuts
IM SO FUCKING PROUD OF MY BROTHER MAN. https://t.co/tmfmFcwLfZ,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Chicago, IL ",#Fisk19 <ed><U+00A0><U+00BC><ed><U+00B7><U+00B3><ed><U+00A0><U+00BC><ed><U+00B7><U+00AC> 77(3)12.,Wed Jan 27 15:57:23 +0000 2010,90728,1427,8036,SickSadWorld,Central Time (US & Canada),1096,41.8335845,-87.732013,DunkinDonuts
i am so close to an A in kraters. i’m literally ready to sell my soul for this A.,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,AZ,dehs • <ed><U+00A0><U+00BC><ed><U+00BE><U+00AD>,Sat May 12 18:41:36 +0000 2012,18736,406,21734,anika <U+2603><U+FE0F>,NA,253,33.4128725,-112.4249755,DunkinDonuts
@ddalbright @all2bright that’s cold,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Twinsburg, OH// THE Ohio State",rip mike 7-23-16| #sadlerstrong| OSU,Sat Jul 23 17:39:01 +0000 2011,22126,1021,16107,gary,Quito,1017,41.313074,-81.4450205,DunkinDonuts
I have a love hate relationship w the “my major is harder than yours” discussion.,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,NA,sugar baby.,Sun Jan 09 20:22:55 +0000 2011,39903,2825,13560,saucy,Central Time (US & Canada),2424,42.2708395,-83.7299715,DunkinDonuts
"When life gets hard , all u need is @taylorswift13 music to brighten your day https://t.co/zRjlvj55Ym",0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"St Louis, MO",One day I will hug Taylor <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> | 18 | Senior <ed><U+00A0><U+00BC><ed><U+00BE><U+0093>| Met  @laurabellbundy 6-8-14 | Met @LindsayEll 9-24-17 | Met @kelseaballerini 7-28-16,Fri Nov 11 23:27:23 +0000 2016,10517,391,9043,Kayelee <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>,Pacific Time (US & Canada),1196,38.4894675,-90.4767775,DunkinDonuts
Love this! https://t.co/iOmfXgCQS1,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,shadyside - pittsburgh,PSU Alum • FTK • Yinzer • Gaff Rat <U+2728> Never grew out of my Britney Spears phase<ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D><ed><U+00A0><U+00BD><ed><U+00B0><U+008D>,Tue Sep 17 00:00:37 +0000 2013,38711,933,25649,Mary Rose <U+2728>,Atlantic Time (Canada),761,40.431389,-79.9806895,DunkinDonuts
@Flea Oh no!!,0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,depressed on the dancefloor,"Despite everything, it's still me. Alignment: Quixotic Good. Friendship really is magic. Avatar by @nyankokimi. 3DS: 4038-6001-4289; Switch: 7136-9185-2420",Wed Jun 18 14:01:51 +0000 2008,80598,650,40866,pocket ndoto,Eastern Time (US & Canada),1101,39.136097,-77.2079325,DunkinDonuts
"If you're looking for work in #Clarksville, TN, check out this #job: https://t.co/cvoKoicbR4 #Hospitality #Hiring #CareerArc",0,FALSE,FALSE,Fri Dec 15 22:44:20 +0000 2017,FALSE,"Nashville, TN","Follow this account for geo-targeted Hospitality/Restaurant/Tourism job tweets in Nashville, TN. Need help? Tweet us at @CareerArc!",Mon Mar 02 17:31:14 +0000 2009,644,437,0,TMJ-BNA HRTA Jobs,Eastern Time (US & Canada),281,36.5509835,-87.3221685,DunkinDonuts
@JohnnyFaam_ The medical staff for raiders need to be axed. They struck out when it relates to examining obi' s med… https://t.co/dEXYs9aFrb,0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,"Oakland, CA",NA,Wed Mar 25 02:11:54 +0000 2009,17248,313,2207,Ariel,Pacific Time (US & Canada),589,37.791994,-122.2286855,DunkinDonuts
Would like to add 1 Industry Changing Acquisiton <ed><U+00A0><U+00BD><ed><U+00B8><U+009C> https://t.co/OfSzTSmaLH,0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,"New York, NY",Senior Manager of Core Media Operations and at BAMTECH Media. lover of all things video gaming and film :). opinions are my own.,Sat Nov 03 02:59:32 +0000 2012,2796,141,1874,Brandon SanGiovanni,Eastern Time (US & Canada),265,40.780709,-73.9685415,DunkinDonuts
"I need someone to go to and from Passion with (and a place to stay), so if any of y’all are from North Carolina/Pie… https://t.co/RMx0nryIoG",0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,"Greensboro, NC",• Raised in Alabama • Living in North Carolina • Liberty University Sport Management — Host of @theBreakdowncfb • Romans 8:38-39 #rolltide,Tue Jan 17 06:11:33 +0000 2012,36605,1635,10358,Lana Beth Harrison,Eastern Time (US & Canada),1519,35.9926805,-79.933242,DunkinDonuts
"See our latest #ElPaso, TX #job and click to apply: Host/Hostess - https://t.co/hqOPxx08Ge #Hospitality #Hiring #CareerArc",0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,"El Paso, TX","Follow this account for geo-targeted Hospitality/Restaurant/Tourism job tweets in El Paso, TX. Need help? Tweet us at @CareerArc!",Mon Mar 02 15:38:45 +0000 2009,268,361,0,TMJ-ELP HRTA Jobs,Eastern Time (US & Canada),280,31.793368,-106.4174305,DunkinDonuts
"With them, my days are Merry and Bright<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> #HappyHolidayseveryone #photosbyNess #lovemycamera… https://t.co/DRRMiJl0Sm",0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,NA,God doesnt give you anything you cant handle! Heidelberg #23<ed><U+00A0><U+00BC><ed><U+00BF><U+0090> & Miami Grad Student<U+2764><U+FE0F>,Tue Dec 14 00:24:10 +0000 2010,23598,1327,14304,Janessa Scott,Atlantic Time (Canada),1393,39.346932,-84.550064,DunkinDonuts
I just want somebody to call the Pizza Hut in Rancho and get a large pepperoni delivered to me.,0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,"Dallas <U+2708><U+FE0F> Rancho Cucamonga, CA",21. FreeAhmed. sc:roserayee,Thu Nov 03 14:53:51 +0000 2011,71126,1923,5933,Liviee<ed><U+00A0><U+00BD><ed><U+00B2><U+009B>,Central Time (US & Canada),495,34.12167,-117.5621525,DunkinDonuts
Toronto really does need Nylander and Marner to step up. I almost wonder if it is worth playing them together.,0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,Toronto,Hockey Analytics writer for Sportsnet.ca & Mathematics Educator. My Opinions are My Opinions.,Sun Oct 02 18:27:31 +0000 2011,333004,10371,4855,Stephen Burtch,Eastern Time (US & Canada),1292,43.629311,-79.2725695,DunkinDonuts
A few new releases! #recordstore25th #rekkids #newmusic #ogdenutah #shopsmall @ Lavender Vinyl https://t.co/K64U6UEyZd,0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,NA,NA,Thu Jun 30 02:45:56 +0000 2016,76,78,39,Lavender Vinyl,NA,78,41.2177985,-111.9650695,DunkinDonuts
As usual....I’m told “brb” and it’s been 30 mins <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>,0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,"Texas, USA",#littlerock #htx                  <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BE><ed><U+00B4><U+0099><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>,Fri May 20 01:04:37 +0000 2011,479,915,234,Courtney Elle,Central Time (US & Canada),877,29.838495,-95.4464865,DunkinDonuts
Yeppers https://t.co/Zog3S5IPP5,0,FALSE,FALSE,Fri Dec 15 22:44:21 +0000 2017,FALSE,idk ,Are you there god? It's me Margaret,Mon Dec 23 18:56:14 +0000 2013,43986,1642,42547,Officer Friendly,Central Time (US & Canada),1278,45.3303,-93.7528445,DunkinDonuts
Mama’s come enjoy dress up! venusmarie_  enchanted us last night. Alimah’s fun parties run… https://t.co/EKzKQ2jDIn,0,FALSE,FALSE,Fri Dec 15 22:44:22 +0000 2017,FALSE,NA,Performing Artist,Sun Nov 01 23:34:26 +0000 2015,559,75,637,Aurel,NA,114,42.036939,-71.683502,DunkinDonuts
Coming home for Christmas is crazy because I see everyone from highschool on tinder,0,FALSE,FALSE,Fri Dec 15 22:44:22 +0000 2017,FALSE,NA,your average mom friend | UT '21,Sat May 31 19:44:02 +0000 2014,320,160,782,Emma Laughlin,NA,146,30.3233455,-97.754724,DunkinDonuts
